prompt,model,temperature,top_p,lexical_diversity,query_coverage,flesch_kincaid_grade,repetition_penalty
How can I contribute to Spark?,gemini-2.0-flash-lite,0.5,0.4,96.52,66.32,5.63,15.44
How can I contribute to Spark?,gemini-2.0-flash-lite,0.5,0.6,100.0,67.36,5.71,12.4
How can I contribute to Spark?,gemini-2.0-flash-lite,0.5,0.8,100.0,64.52,6.29,6.83
How can I contribute to Spark?,gemini-2.0-flash-lite,0.5,1.0,100.0,62.04,6.89,7.05
How can I contribute to Spark?,gemini-2.0-flash-lite,0.7,0.2,100.0,64.56,6.12,13.98
How can I contribute to Spark?,gemini-2.0-flash-lite,0.7,0.4,100.0,62.98,5.86,9.51
How can I contribute to Spark?,gemini-2.0-flash-lite,0.7,0.6,100.0,61.46,6.78,8.83
How can I contribute to Spark?,gemini-2.0-flash-lite,0.7,0.8,100.0,63.63,7.06,6.66
How can I contribute to Spark?,gemini-2.0-flash-lite,0.7,1.0,100.0,60.56,7.65,2.59
How can I contribute to Spark?,gemini-2.0-flash-lite,0.9,0.2,100.0,64.43,6.88,12.55
How can I contribute to Spark?,gemini-2.0-flash-lite,0.9,0.4,100.0,62.04,6.79,10.81
How can I contribute to Spark?,gemini-2.0-flash-lite,0.9,0.6,100.0,62.06,7.6,8.48
How can I contribute to Spark?,gemini-2.0-flash-lite,0.9,0.8,100.0,59.39,7.49,2.87
How can I contribute to Spark?,gemini-2.0-flash-lite,0.9,1.0,100.0,58.64,8.44,3.22
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.1,0.2,47.08,82.69,14.44,20.13
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.1,0.4,47.05,81.23,14.39,15.44
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.1,0.6,52.08,79.7,15.06,13.93
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.1,0.8,50.29,80.67,15.04,12.42
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.1,1.0,53.85,78.57,15.81,6.78
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.3,0.2,50.08,78.95,15.28,17.79
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.3,0.4,52.17,80.09,15.27,14.86
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.3,0.6,54.84,77.32,15.23,14.81
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.3,0.8,54.81,75.68,15.69,9.61
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.3,1.0,55.07,72.91,15.21,7.46
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.5,0.2,51.5,76.0,15.24,18.3
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.5,0.4,52.79,74.67,15.94,15.32
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.5,0.6,55.89,74.17,15.37,8.97
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.5,0.8,58.95,70.84,15.33,8.44
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.5,1.0,57.92,71.77,15.48,5.43
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.7,0.2,53.64,73.28,15.33,18.15
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.7,0.4,57.47,73.0,15.3,13.72
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.7,0.6,59.37,70.38,15.53,9.1
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.7,0.8,62.35,71.22,15.79,8.38
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.7,1.0,62.44,69.43,16.73,1.49
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.9,0.2,58.81,70.31,16.3,12.86
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.9,0.4,59.64,70.11,15.86,10.11
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.9,0.6,59.92,67.06,16.78,7.83
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.9,0.8,62.81,65.35,16.02,4.66
"Who are ''The Lumières"" ?",gemini-2.0-flash-lite,0.9,1.0,65.25,63.41,17.0,1.82
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.1,0.2,42.91,41.55,17.92,20.82
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.1,0.4,47.31,42.46,18.0,18.1
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.1,0.6,47.65,39.61,18.0,14.38
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.1,0.8,48.04,40.58,18.0,10.49
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.1,1.0,51.04,39.59,18.0,9.38
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.3,0.2,45.43,38.66,18.0,17.0
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.3,0.4,50.04,38.51,18.0,15.05
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.3,0.6,48.92,39.46,18.0,13.07
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.3,0.8,50.19,35.9,18.0,10.73
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.3,1.0,52.54,36.57,18.0,7.51
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.5,0.2,48.66,40.04,18.0,16.19
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.5,0.4,50.3,38.6,18.0,13.48
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.5,0.6,53.89,37.05,18.0,11.33
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.5,0.8,53.33,35.6,18.0,9.23
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.5,1.0,56.82,37.04,18.0,6.49
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.7,0.2,52.03,37.92,18.0,13.69
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.7,0.4,53.4,35.73,18.0,13.58
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.7,0.6,56.19,34.27,18.0,6.43
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.7,0.8,55.28,33.46,18.0,6.01
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.7,1.0,56.73,33.01,18.0,0.83
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.9,0.2,54.38,37.56,18.0,13.93
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.9,0.4,57.24,35.26,18.0,12.72
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.9,0.6,58.52,33.88,18.0,8.74
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.9,0.8,60.73,32.52,18.0,5.4
Using examples taken from the text give me a summary of the main arguments in favour of slavery reparations in the United States and the anticipated cost of enacting such reparations,gemini-2.0-flash-lite,0.9,1.0,61.14,31.55,18.0,0.82
When was the wheel invented?,gemini-2.0-flash-lite,0.1,0.2,56.87,35.0,6.06,23.18
When was the wheel invented?,gemini-2.0-flash-lite,0.1,0.4,61.07,35.74,6.42,17.72
When was the wheel invented?,gemini-2.0-flash-lite,0.1,0.6,62.05,36.61,6.09,11.74
When was the wheel invented?,gemini-2.0-flash-lite,0.1,0.8,63.15,36.32,7.18,10.29
When was the wheel invented?,gemini-2.0-flash-lite,0.1,1.0,67.9,33.44,6.87,6.37
When was the wheel invented?,gemini-2.0-flash-lite,0.3,0.2,63.02,35.96,6.32,18.04
When was the wheel invented?,gemini-2.0-flash-lite,0.3,0.4,61.76,33.29,6.43,18.28
When was the wheel invented?,gemini-2.0-flash-lite,0.3,0.6,66.58,36.16,7.2,14.48
When was the wheel invented?,gemini-2.0-flash-lite,0.3,0.8,67.7,34.44,7.38,9.98
When was the wheel invented?,gemini-2.0-flash-lite,0.3,1.0,70.51,34.03,7.44,6.35
When was the wheel invented?,gemini-2.0-flash-lite,0.5,0.2,64.53,34.68,6.18,14.7
When was the wheel invented?,gemini-2.0-flash-lite,0.5,0.4,64.99,34.2,7.41,15.06
When was the wheel invented?,gemini-2.0-flash-lite,0.5,0.6,67.68,32.26,7.43,11.1
When was the wheel invented?,gemini-2.0-flash-lite,0.5,0.8,68.83,33.66,6.65,5.56
When was the wheel invented?,gemini-2.0-flash-lite,0.5,1.0,73.52,32.95,6.51,7.59
When was the wheel invented?,gemini-2.0-flash-lite,0.7,0.2,67.98,32.41,7.36,14.01
When was the wheel invented?,gemini-2.0-flash-lite,0.7,0.4,71.9,33.06,7.44,12.39
When was the wheel invented?,gemini-2.0-flash-lite,0.7,0.6,70.94,32.61,7.47,7.64
When was the wheel invented?,gemini-2.0-flash-lite,0.7,0.8,72.99,30.0,7.23,4.34
When was the wheel invented?,gemini-2.0-flash-lite,0.7,1.0,74.63,32.01,7.53,4.38
When was the wheel invented?,gemini-2.0-flash-lite,0.9,0.2,71.92,32.72,7.07,11.05
When was the wheel invented?,gemini-2.0-flash-lite,0.9,0.4,73.43,31.48,7.08,13.71
When was the wheel invented?,gemini-2.0-flash-lite,0.9,0.6,77.12,31.81,7.22,10.71
When was the wheel invented?,gemini-2.0-flash-lite,0.9,0.8,79.23,28.78,7.22,5.26
When was the wheel invented?,gemini-2.0-flash-lite,0.9,1.0,77.81,30.19,7.85,3.54
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.1,0.2,34.3,31.29,4.8,18.25
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.1,0.4,37.4,31.93,4.8,18.34
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.1,0.6,34.75,29.41,5.23,15.13
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.1,0.8,38.36,29.04,5.48,14.6
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.1,1.0,38.99,29.88,5.55,16.17
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.3,0.2,35.14,31.37,4.9,20.73
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.3,0.4,36.62,28.72,4.9,16.64
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.3,0.6,37.62,27.83,5.36,14.59
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.3,0.8,39.64,28.38,5.51,18.93
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.3,1.0,39.71,29.51,5.84,16.18
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.5,0.2,40.29,30.82,5.58,18.32
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.5,0.4,40.65,28.06,5.93,16.59
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.5,0.6,40.31,29.05,5.62,18.06
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.5,0.8,41.82,28.23,6.4,15.19
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.5,1.0,42.56,27.38,7.28,14.73
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.7,0.2,38.39,26.77,6.51,18.96
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.7,0.4,40.31,28.02,6.55,14.23
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.7,0.6,43.84,26.56,6.89,16.1
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.7,0.8,44.87,28.13,6.85,14.9
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.7,1.0,45.65,24.58,6.92,18.03
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.9,0.2,41.67,27.67,6.69,18.27
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.9,0.4,41.8,25.22,6.59,15.08
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.9,0.6,43.89,25.07,7.4,14.81
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.9,0.8,45.71,26.88,7.39,16.7
write a scene between two actors discussing movie Inception,gemini-2.0-flash-lite,0.9,1.0,48.99,24.51,7.5,13.32
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.1,0.2,48.94,74.65,15.63,21.4
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.1,0.4,48.03,71.34,14.78,14.58
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.1,0.6,52.91,71.53,14.85,13.58
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.1,0.8,54.14,68.34,15.3,9.13
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.1,1.0,55.39,70.21,15.51,6.68
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.3,0.2,49.97,71.84,14.98,20.63
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.3,0.4,50.63,70.66,16.01,14.55
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.3,0.6,54.11,70.57,15.79,11.23
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.3,0.8,55.67,69.21,16.14,7.66
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.3,1.0,57.96,66.53,16.22,6.98
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.5,0.2,53.74,69.23,15.51,16.08
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.5,0.4,55.49,68.56,15.83,13.19
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.5,0.6,56.05,65.22,15.46,12.89
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.5,0.8,60.09,64.05,16.18,5.05
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.5,1.0,62.07,65.12,16.35,2.05
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.7,0.2,56.17,65.17,15.74,12.44
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.7,0.4,57.63,64.32,16.29,11.77
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.7,0.6,58.47,64.28,16.25,8.67
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.7,0.8,60.56,61.69,16.23,7.99
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.7,1.0,64.83,61.9,16.92,2.11
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.9,0.2,60.23,64.57,16.27,15.92
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.9,0.4,59.67,61.16,16.7,11.51
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.9,0.6,61.72,61.16,16.32,4.92
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.9,0.8,62.51,59.48,16.48,2.41
Did dinosaurs have lips?,gemini-2.0-flash-lite,0.9,1.0,65.08,58.86,17.29,1.52
Are lilies safe for cats?,gemini-2.0-flash-lite,0.1,0.2,79.61,55.47,6.76,19.07
Are lilies safe for cats?,gemini-2.0-flash-lite,0.1,0.4,85.04,56.49,6.98,18.95
Are lilies safe for cats?,gemini-2.0-flash-lite,0.1,0.6,86.01,54.87,7.63,11.54
Are lilies safe for cats?,gemini-2.0-flash-lite,0.1,0.8,90.63,50.79,7.13,9.35
Are lilies safe for cats?,gemini-2.0-flash-lite,0.1,1.0,93.74,52.77,7.63,5.93
Are lilies safe for cats?,gemini-2.0-flash-lite,0.3,0.2,86.81,52.5,7.42,18.26
Are lilies safe for cats?,gemini-2.0-flash-lite,0.3,0.4,89.53,50.63,7.12,17.23
Are lilies safe for cats?,gemini-2.0-flash-lite,0.3,0.6,91.51,53.43,7.21,13.69
Are lilies safe for cats?,gemini-2.0-flash-lite,0.3,0.8,93.51,49.79,7.47,6.85
Are lilies safe for cats?,gemini-2.0-flash-lite,0.3,1.0,98.86,49.58,7.09,7.43
Are lilies safe for cats?,gemini-2.0-flash-lite,0.5,0.2,89.27,53.05,7.68,15.31
Are lilies safe for cats?,gemini-2.0-flash-lite,0.5,0.4,91.77,51.03,7.1,12.0
Are lilies safe for cats?,gemini-2.0-flash-lite,0.5,0.6,95.27,47.98,7.73,8.05
Are lilies safe for cats?,gemini-2.0-flash-lite,0.5,0.8,97.17,49.63,7.43,8.58
Are lilies safe for cats?,gemini-2.0-flash-lite,0.5,1.0,100.0,45.86,7.12,2.55
Are lilies safe for cats?,gemini-2.0-flash-lite,0.7,0.2,95.69,51.22,7.98,16.15
Are lilies safe for cats?,gemini-2.0-flash-lite,0.7,0.4,96.3,49.08,7.7,14.15
Are lilies safe for cats?,gemini-2.0-flash-lite,0.7,0.6,99.4,46.43,8.11,11.13
Are lilies safe for cats?,gemini-2.0-flash-lite,0.7,0.8,100.0,47.72,7.53,4.56
Are lilies safe for cats?,gemini-2.0-flash-lite,0.7,1.0,100.0,44.93,7.24,5.79
Are lilies safe for cats?,gemini-2.0-flash-lite,0.9,0.2,99.89,47.25,7.29,14.98
Are lilies safe for cats?,gemini-2.0-flash-lite,0.9,0.4,100.0,45.25,7.42,12.19
Are lilies safe for cats?,gemini-2.0-flash-lite,0.9,0.6,100.0,46.83,8.18,8.13
Are lilies safe for cats?,gemini-2.0-flash-lite,0.9,0.8,100.0,43.12,7.51,3.38
Are lilies safe for cats?,gemini-2.0-flash-lite,0.9,1.0,100.0,41.5,8.05,1.07
What is Sunshine Recession?,gemini-2.0-flash-lite,0.1,0.2,74.74,0.0,8.02,21.86
What is Sunshine Recession?,gemini-2.0-flash-lite,0.1,0.4,77.62,0.88,7.86,17.43
What is Sunshine Recession?,gemini-2.0-flash-lite,0.1,0.6,80.88,0.1,7.75,14.51
What is Sunshine Recession?,gemini-2.0-flash-lite,0.1,0.8,84.45,0.0,8.0,8.86
What is Sunshine Recession?,gemini-2.0-flash-lite,0.1,1.0,86.76,0.0,8.31,5.98
What is Sunshine Recession?,gemini-2.0-flash-lite,0.3,0.2,81.94,0.0,7.73,16.19
What is Sunshine Recession?,gemini-2.0-flash-lite,0.3,0.4,83.4,1.35,8.02,15.75
What is Sunshine Recession?,gemini-2.0-flash-lite,0.3,0.6,86.58,0.0,7.75,13.24
What is Sunshine Recession?,gemini-2.0-flash-lite,0.3,0.8,86.73,1.72,7.64,9.55
What is Sunshine Recession?,gemini-2.0-flash-lite,0.3,1.0,92.67,0.0,8.43,3.96
What is Sunshine Recession?,gemini-2.0-flash-lite,0.5,0.2,85.12,1.75,7.81,16.21
What is Sunshine Recession?,gemini-2.0-flash-lite,0.5,0.4,88.39,1.29,7.71,11.24
What is Sunshine Recession?,gemini-2.0-flash-lite,0.5,0.6,88.5,0.0,8.6,13.76
What is Sunshine Recession?,gemini-2.0-flash-lite,0.5,0.8,91.28,0.9,8.19,6.14
What is Sunshine Recession?,gemini-2.0-flash-lite,0.5,1.0,95.66,0.0,8.38,3.07
What is Sunshine Recession?,gemini-2.0-flash-lite,0.7,0.2,90.33,0.0,7.6,16.23
What is Sunshine Recession?,gemini-2.0-flash-lite,0.7,0.4,91.43,0.0,8.35,14.7
What is Sunshine Recession?,gemini-2.0-flash-lite,0.7,0.6,93.34,0.0,8.11,8.43
What is Sunshine Recession?,gemini-2.0-flash-lite,0.7,0.8,95.97,1.99,8.24,5.51
What is Sunshine Recession?,gemini-2.0-flash-lite,0.7,1.0,99.26,1.97,8.18,2.63
What is Sunshine Recession?,gemini-2.0-flash-lite,0.9,0.2,94.84,0.0,8.5,14.45
What is Sunshine Recession?,gemini-2.0-flash-lite,0.9,0.4,96.7,0.0,8.63,13.36
What is Sunshine Recession?,gemini-2.0-flash-lite,0.9,0.6,98.13,1.85,8.33,7.18
What is Sunshine Recession?,gemini-2.0-flash-lite,0.9,0.8,100.0,1.93,8.59,4.91
What is Sunshine Recession?,gemini-2.0-flash-lite,0.9,1.0,100.0,0.0,8.31,0.13
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.1,0.2,63.61,81.34,5.92,21.34
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.1,0.4,63.47,81.96,5.66,19.76
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.1,0.6,65.17,78.4,5.48,12.03
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.1,0.8,68.2,79.08,5.39,13.07
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.1,1.0,69.28,76.85,6.27,9.61
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.3,0.2,66.71,81.42,5.26,20.55
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.3,0.4,68.76,79.05,6.2,16.17
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.3,0.6,69.39,78.17,5.86,10.07
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.3,0.8,70.59,76.83,5.75,11.5
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.3,1.0,74.21,75.72,6.67,4.96
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.5,0.2,70.07,77.66,5.19,18.66
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.5,0.4,71.17,74.97,5.3,14.24
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.5,0.6,72.42,74.26,5.82,8.3
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.5,0.8,76.93,72.32,6.39,8.57
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.5,1.0,78.2,70.14,6.51,4.37
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.7,0.2,71.62,72.58,6.16,12.7
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.7,0.4,74.87,71.09,6.38,14.04
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.7,0.6,75.98,69.79,6.75,9.33
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.7,0.8,80.25,68.53,7.14,7.81
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.7,1.0,80.81,66.54,7.65,2.34
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.9,0.2,78.43,69.61,6.81,13.34
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.9,0.4,78.31,69.03,7.03,7.95
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.9,0.6,80.31,70.2,7.37,10.74
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.9,0.8,83.04,65.33,7.01,6.71
What is the currency in use in the Netherlands?,gemini-2.0-flash-lite,0.9,1.0,84.26,64.75,8.19,3.92
What is the best tv series in the world,gemini-2.0-flash-lite,0.1,0.2,74.95,100.0,6.9,22.76
What is the best tv series in the world,gemini-2.0-flash-lite,0.1,0.4,80.66,100.0,5.84,18.36
What is the best tv series in the world,gemini-2.0-flash-lite,0.1,0.6,80.31,100.0,5.92,12.45
What is the best tv series in the world,gemini-2.0-flash-lite,0.1,0.8,84.7,100.0,6.59,9.75
What is the best tv series in the world,gemini-2.0-flash-lite,0.1,1.0,87.17,100.0,6.2,9.39
What is the best tv series in the world,gemini-2.0-flash-lite,0.3,0.2,79.04,100.0,6.69,15.86
What is the best tv series in the world,gemini-2.0-flash-lite,0.3,0.4,82.34,100.0,6.91,16.31
What is the best tv series in the world,gemini-2.0-flash-lite,0.3,0.6,84.55,100.0,6.04,11.93
What is the best tv series in the world,gemini-2.0-flash-lite,0.3,0.8,88.11,100.0,6.89,11.79
What is the best tv series in the world,gemini-2.0-flash-lite,0.3,1.0,89.78,100.0,6.94,4.99
What is the best tv series in the world,gemini-2.0-flash-lite,0.5,0.2,84.97,100.0,6.15,15.89
What is the best tv series in the world,gemini-2.0-flash-lite,0.5,0.4,89.6,100.0,6.32,14.0
What is the best tv series in the world,gemini-2.0-flash-lite,0.5,0.6,90.64,100.0,6.19,9.48
What is the best tv series in the world,gemini-2.0-flash-lite,0.5,0.8,93.61,96.33,6.7,5.94
What is the best tv series in the world,gemini-2.0-flash-lite,0.5,1.0,95.57,94.41,7.05,3.42
What is the best tv series in the world,gemini-2.0-flash-lite,0.7,0.2,91.83,99.01,7.14,16.15
What is the best tv series in the world,gemini-2.0-flash-lite,0.7,0.4,94.12,98.56,7.21,9.58
What is the best tv series in the world,gemini-2.0-flash-lite,0.7,0.6,95.51,94.12,6.48,11.78
What is the best tv series in the world,gemini-2.0-flash-lite,0.7,0.8,98.6,91.35,6.86,9.16
What is the best tv series in the world,gemini-2.0-flash-lite,0.7,1.0,100.0,91.5,6.99,1.84
What is the best tv series in the world,gemini-2.0-flash-lite,0.9,0.2,93.0,96.88,7.39,12.78
What is the best tv series in the world,gemini-2.0-flash-lite,0.9,0.4,97.24,91.83,6.53,11.05
What is the best tv series in the world,gemini-2.0-flash-lite,0.9,0.6,100.0,92.45,7.0,9.03
What is the best tv series in the world,gemini-2.0-flash-lite,0.9,0.8,100.0,87.54,8.15,7.65
What is the best tv series in the world,gemini-2.0-flash-lite,0.9,1.0,100.0,88.73,8.38,0.7
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.1,0.2,85.73,94.29,5.03,19.11
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.1,0.4,90.02,91.74,5.87,19.48
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.1,0.6,91.16,88.81,5.54,16.8
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.1,0.8,96.08,89.23,5.39,12.87
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.1,1.0,95.93,84.57,6.04,8.87
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.3,0.2,89.57,89.43,5.28,16.99
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.3,0.4,94.25,86.93,5.89,15.46
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.3,0.6,96.51,86.25,5.98,11.84
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.3,0.8,100.0,84.13,5.5,7.76
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.3,1.0,100.0,83.55,5.65,5.22
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.5,0.2,95.15,86.8,6.31,18.55
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.5,0.4,96.76,85.87,6.43,16.2
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.5,0.6,100.0,81.8,6.1,9.48
